question_id,selected_schema_with_connections
1029,"CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlaySpeed` INTEGER, -- `build Up Play Speed` description: the speed in which attacks are put together value description: the score which is between 1-00 to measure the team's attack speed
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, --
);"
1030,"CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	league_id INTEGER references League, -- `league id` description: league id
	season TEXT, -- examples: `2015/2016`| description: the season of the match
	home_team_goal INTEGER, -- `home team goal` description: the goal of the home team
	away_team_goal INTEGER, -- `away team goal` description: the goal of the away team
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);"
1031,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, --
	`birthday` TEXT, -- examples: `1993-01-01 00:00:00`, `1985-12-31 00:00:00`| description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`date` TEXT, -- examples: `2015-03-20 00:00:00`
	`sprint_speed` INTEGER, -- `sprint speed` description: the player's sprint speed value description: 0-100 which is calculated by FIFA
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1032,"CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);

CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	league_id INTEGER references League, -- `league id` description: league id
);"
1033,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`birthday` TEXT, -- examples: `1996-01-01 00:00:00`, `1990-01-01 00:00:00`| description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
	`height` INTEGER, -- description: the player's height
);"
1034,"CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, -- `player api id` description: the id of the player api
	`date` TEXT, -- examples: `2007-02-22 00:00:00`
	`overall_rating` INTEGER, -- description: the overall rating of the player value description: commonsense reasoning:  The rating is between 0-100 which is calculated by FIFA.  Higher overall rating means the player has a stronger overall strength.
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);

CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, -- `player api id` description: the id of the player api
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
);"
1035,"CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, -- `team federation international football association api id` description: the id of the team fifa api
	`team_api_id` INTEGER, -- `team api id` description: the id of the team api
	`buildUpPlaySpeed` INTEGER, -- `build Up Play Speed` description: the speed in which attacks are put together value description: the score which is between 1-00 to measure the team's attack speed
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, -- `team api id` description: the id of the team api
	`team_fifa_api_id` INTEGER, -- `team federation international football association api id` description: the id of the team fifa api
);"
1036,"CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, -- `team long name` description: the team's long name
);

CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`date` TEXT, -- examples: `2011-02-22 00:00:00`
	`buildUpPlayPassing` INTEGER, -- `build Up Play Passing` description: affects passing distance and support from teammates
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, --
);"
1037,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
	`birthday` TEXT, -- examples: `1987-01-01 00:00:00`| description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, --
	`preferred_foot` TEXT, -- examples: `left`| `preferred foot` description: the player's preferred foot when attacking value description: right/ left
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1038,"CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);

CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	league_id INTEGER references League, -- `league id` description: league id
	season TEXT, --
	home_team_goal INTEGER, -- `home team goal` description: the goal of the home team
	away_team_goal INTEGER, -- `away team goal` description: the goal of the away team
	goal TEXT, --
);"
1039,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `Samir`, `Ahmed Samir Farag`
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, --
	`long_shots` INTEGER, -- `long shots` description: the player's long shots score value description: 0-100 which is calculated by FIFA
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1040,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, --
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
	`height` INTEGER, -- description: the player's height
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, --
	`heading_accuracy` INTEGER, -- `heading accuracy` description: the player's heading accuracy value description: 0-100 which is calculated by FIFA
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, --
);"
1041,"CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`date` TEXT, -- examples: `2014-09-19 00:00:00`
	`buildUpPlayDribblingClass` TEXT, -- examples: `Normal`| `build Up Play Dribbling Class` description: the dribbling class value description: commonsense reasoning:  • Little: 1-33 • Normal: 34-66 • Lots: 66-100
	`chanceCreationPassing` INTEGER, -- `chance Creation Passing` description: Amount of risk in pass decision and run support
	`chanceCreationPassingClass` TEXT, -- examples: `Normal`| `chance Creation Passing Class` description: the chance creation passing class value description: commonsense reasoning:  • Safe: 1-33 • Normal: 34-66 • Risky: 66-100
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`dribbling` INTEGER, --
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, --
);"
1042,"CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);

CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	league_id INTEGER references League, -- `league id` description: league id
	season TEXT, -- examples: `2009/2010`
	home_team_goal INTEGER, -- `home team goal` description: the goal of the home team
	away_team_goal INTEGER, -- `away team goal` description: the goal of the away team
	goal TEXT, --
);"
1043,"CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_long_name` TEXT, -- examples: `Queens Park Rangers`, `Rangers`| `team long name` description: the team's long name
	`team_short_name` TEXT, -- `team short name` description: the team's short name
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);"
1044,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`birthday` TEXT, -- description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);"
1045,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `Franco Zennaro`| `player name` description: player name
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`attacking_work_rate` TEXT, -- `attacking work rate` description: the player's attacking work rate value description: commonsense reasoning:  • high: implies that the player is going to be in all of your attack moves • medium: implies that the player will select the attack actions he will join in • low: remain in his position while the team attacks
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1046,"CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, -- examples: `ADO Den Haag`| `team long name` description: the team's long name
);

CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlayPositioningClass` TEXT, -- `build Up Play Positioning Class` description: A team's freedom of movement in the 1st two thirds of the pitch value description: Organised / Free Form
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);"
1047,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `Francois Affolter`
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`date` TEXT, -- examples: `2016-04-21 00:00:00`
	`finishing` INTEGER, -- description: the player's finishing rate value description: 0-100 which is calculated by FIFA
	`heading_accuracy` INTEGER, -- `heading accuracy` description: the player's heading accuracy value description: 0-100 which is calculated by FIFA
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1048,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `Gabriel`, `Gabriel Tamas`
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`date` TEXT, -- examples: `2016-04-07 00:00:00`| description: date value description: e.g. 2016-02-18 00:00:00
	`overall_rating` INTEGER, -- description: the overall rating of the player value description: commonsense reasoning:  The rating is between 0-100 which is calculated by FIFA.  Higher overall rating means the player has a stronger overall strength.
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1049,"CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`country_id` INTEGER, --
	`name` TEXT UNIQUE, -- examples: `Scotland Premier League`| description: league name
	FOREIGN KEY(`country_id`) REFERENCES `country`(`id`),
);

CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	country_id INTEGER references Country, --
	league_id INTEGER references League, -- `league id` description: league id
	season TEXT, -- examples: `2015/2016`| description: the season of the match
);

CREATE TABLE Country
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
);"
1050,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
	`birthday` TEXT, -- description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, --
	`preferred_foot` TEXT, -- `preferred foot` description: the player's preferred foot when attacking value description: right/ left
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1051,"CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`potential` INTEGER, -- description: potential of the player value description: commonsense reasoning:  The potential score is between 0-100 which is calculated by FIFA.  Higher potential score means that the player has more potential
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);

CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, --
	`player_fifa_api_id` INTEGER UNIQUE, --
);"
1052,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, --
	`weight` INTEGER, -- description: the player's weight
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`preferred_foot` TEXT, -- examples: `left`| `preferred foot` description: the player's preferred foot when attacking value description: right/ left
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1053,"CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`chanceCreationPassingClass` TEXT, -- examples: `Risky`| `chance Creation Passing Class` description: the chance creation passing class value description: commonsense reasoning:  • Safe: 1-33 • Normal: 34-66 • Risky: 66-100
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_short_name` TEXT, -- `team short name` description: the team's short name
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, --
);"
1054,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `David Wilson`| `player name` description: player name
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`defensive_work_rate` TEXT, -- description: the player's defensive work rate value description: commonsense reasoning:  • high: remain in his position and defense while the team attacks  • medium: implies that the player will select the defensive actions he will join in • low: implies that the player is going to be in all of your attack moves instead of defensing
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1055,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
	`birthday` TEXT, -- description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, -- `player federation international football association api id` description: the id of the player fifa api
	`player_api_id` INTEGER, --
	`overall_rating` INTEGER, -- description: the overall rating of the player value description: commonsense reasoning:  The rating is between 0-100 which is calculated by FIFA.  Higher overall rating means the player has a stronger overall strength.
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1056,"CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`country_id` INTEGER, --
	`name` TEXT UNIQUE, -- examples: `Netherlands Eredivisie`| description: league name
	FOREIGN KEY(`country_id`) REFERENCES `country`(`id`),
);

CREATE TABLE Country
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- examples: `Netherlands`
);"
1057,"CREATE TABLE Country
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- examples: `Poland`
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`country_id` INTEGER, --
	`name` TEXT UNIQUE, --
	FOREIGN KEY(`country_id`) REFERENCES `country`(`id`),
);

CREATE TABLE Match
(
	id INTEGER primary key autoincrement,
	country_id INTEGER references Country, --
	league_id INTEGER references League, --
	season TEXT, -- examples: `2010/2011`
	home_team_goal INTEGER, -- `home team goal` description: the goal of the home team
	goal TEXT, --
);"
1058,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_fifa_api_id` INTEGER UNIQUE, --
	`height` INTEGER, -- description: the player's height
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`finishing` INTEGER, -- description: the player's finishing rate value description: 0-100 which is calculated by FIFA
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1059,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_name` TEXT, -- `player name` description: player name
	`height` INTEGER, -- description: the player's height
);"
1060,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`birthday` TEXT, -- examples: `1990-09-05 00:00:00`| description: the player's birthday value description: e.g. 1992-02-29 00:00:00  commonsense reasoning:  Player A is older than player B means that A's birthday is earlier than B's
);"
1061,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_name` TEXT, -- `player name` description: player name
	`weight` INTEGER, -- description: the player's weight
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, -- `team long name` description: the team's long name
);

CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlaySpeedClass` TEXT, -- examples: `Fast`| `build Up Play Speed Class` description: the speed class value description: commonsense reasoning:  • Slow: 1-33 • Balanced: 34-66 • Fast: 66-100
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);"
1062,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, --
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`date` TEXT, -- examples: `2016-01-07 00:00:00`
	`overall_rating` INTEGER, -- description: the overall rating of the player value description: commonsense reasoning:  The rating is between 0-100 which is calculated by FIFA.  Higher overall rating means the player has a stronger overall strength.
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1063,"CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, -- examples: `Aaron Doran`
	`player_fifa_api_id` INTEGER UNIQUE, --
);

CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`potential` INTEGER, -- description: potential of the player value description: commonsense reasoning:  The potential score is between 0-100 which is calculated by FIFA.  Higher potential score means that the player has more potential
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);"
1064,"CREATE TABLE Player_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_fifa_api_id` INTEGER, --
	`player_api_id` INTEGER, --
	`preferred_foot` TEXT, -- examples: `left`| `preferred foot` description: the player's preferred foot when attacking value description: right/ left
	FOREIGN KEY(`player_fifa_api_id`) REFERENCES `Player`(`player_fifa_api_id`),
	FOREIGN KEY(`player_api_id`) REFERENCES `Player`(`player_api_id`),
);

CREATE TABLE Player
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`player_api_id` INTEGER UNIQUE, --
	`player_name` TEXT, --
	`player_fifa_api_id` INTEGER UNIQUE, -- `player federation international football association api id` description: the id of the player fifa api
);"
1065,"CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_long_name` TEXT, -- `team long name` description: the team's long name
);

CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlaySpeedClass` TEXT, -- examples: `Fast`| `build Up Play Speed Class` description: the speed class value description: commonsense reasoning:  • Slow: 1-33 • Balanced: 34-66 • Fast: 66-100
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, -- description: league name
);"
1066,"CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_short_name` TEXT, -- examples: `CLB`| `team short name` description: the team's short name
);

CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlayPassingClass` TEXT, -- `build Up Play Passing Class` description: the passing class value description: commonsense reasoning:  • Short: 1-33 • Mixed: 34-66 • Long: 66-100
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);"
1067,"CREATE TABLE Team_Attributes
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_fifa_api_id` INTEGER, --
	`team_api_id` INTEGER, --
	`buildUpPlayPassing` INTEGER, -- `build Up Play Passing` description: affects passing distance and support from teammates
	FOREIGN KEY(`team_fifa_api_id`) REFERENCES `Team`(`team_fifa_api_id`),
	FOREIGN KEY(`team_api_id`) REFERENCES `Team`(`team_api_id`),
);

CREATE TABLE Team
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`team_api_id` INTEGER UNIQUE, --
	`team_fifa_api_id` INTEGER, --
	`team_short_name` TEXT, -- `team short name` description: the team's short name
);

CREATE TABLE League
(
	`id` INTEGER PRIMARY KEY AUTOINCREMENT,
	`name` TEXT UNIQUE, --
);"
